MSSubClass,Neighborhood,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,LowQualFinSF,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorch,ScreenPorch,PoolArea,Total_basement_fin,House_Qual,SalePrice
20.0,16.0,5.0,5.0,615.0,1588.0,0.0,6.999999999999999,2.0,4.999999999999998,730.0,192.0,74.0,0.0,0.0,0.0,0.0,110.0,14.0,295824.0
20.0,16.0,5.0,4.0,240.0,1794.0,0.0,8.0,2.0,4.999999999999998,678.0,0.0,119.00000000000001,0.0,0.0,0.0,0.0,28.0,13.0,298827.0
20.0,16.0,7.0,6.0,1095.0,1473.0,0.0,10.0,2.0,6.999999999999998,958.0000000000001,220.0,150.0,0.0,0.0,0.0,0.0,1373.0,14.0,295824.0
59.99999999999999,16.0,8.0,8.0,232.0,1093.0,0.0,6.999999999999999,0.0,7.999999999999998,755.9999999999999,238.0,130.0,0.0,0.0,0.0,0.0,578.0,13.0,294407.0
119.99999999999999,16.0,4.0,4.0,178.00000000000003,1346.0,0.0,6.0,2.0,3.999999999999999,484.0,120.0,49.0,0.0,0.0,0.0,0.0,24.0,13.0,295824.0
20.0,8.0,5.0,5.0,0.0,1324.0,0.0,6.0,3.0000000000000004,4.999999999999998,430.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,294787.0
119.99999999999999,0.0,4.0,4.0,14.0,1129.0,0.0,6.0,3.0000000000000004,3.999999999999999,437.0,100.00000000000001,116.0,0.0,0.0,0.0,0.0,16.0,12.0,292782.0
80.0,8.0,6.0,6.0,0.0,58.0,0.0,6.999999999999999,2.0,5.999999999999998,400.0,100.00000000000001,0.0,0.0,0.0,0.0,0.0,326.0,12.0,279539.0
59.99999999999999,8.0,6.0,6.0,0.0,847.0,0.0,6.999999999999999,2.0,5.999999999999998,433.0,144.0,48.0,0.0,0.0,0.0,0.0,0.0,12.0,294787.0
59.99999999999999,15.0,12.0,12.0,114.0,1629.0,0.0,6.999999999999999,5.0,11.999999999999996,962.0000000000001,22.999999999999996,172.0,0.0,0.0,256.0,0.0,0.0,13.0,307317.0
20.0,21.0,5.0,4.0,226.00000000000003,1595.0,0.0,6.0,2.0,4.999999999999998,880.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,274426.0
20.0,21.0,1.0,0.0,0.0,1218.0,0.0,4.0,3.0000000000000004,0.9999999999999998,676.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,12.0,306787.0
20.0,21.0,5.0,5.0,0.0,54.0,0.0,6.0,2.0,4.999999999999998,528.0,0.0,102.0,0.0,0.0,216.0,0.0,1414.0,11.0,300034.0
59.99999999999999,20.0,6.0,6.0,122.0,831.0,0.0,8.0,3.0000000000000004,5.999999999999998,484.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,12.0,298470.0
29.999999999999996,20.0,89.99999999999999,60.0,0.0,816.0,0.0,5.0,3.0000000000000004,89.99999999999997,429.0,121.0,0.0,80.0,0.0,0.0,0.0,0.0,10.0,262294.0
20.0,19.0,36.0,8.0,250.00000000000003,223.0,0.0,6.999999999999999,1.0,35.99999999999999,460.99999999999994,296.0,0.0,186.0,0.0,0.0,0.0,985.0,12.0,271179.0
59.99999999999999,15.0,17.0,17.0,504.0,0.0,0.0,9.0,5.0,16.999999999999996,761.9999999999999,32.0,130.0,0.0,0.0,0.0,0.0,1231.0,13.0,291630.0
59.99999999999999,15.0,18.0,17.0,180.0,261.0,0.0,6.999999999999999,5.0,17.999999999999996,713.0,198.00000000000003,30.0,0.0,0.0,0.0,0.0,1129.0,13.0,295824.0
119.99999999999999,21.0,6.0,5.0,0.0,190.0,0.0,6.0,2.0,5.999999999999998,506.0,168.0,50.00000000000001,0.0,0.0,0.0,0.0,1298.0,12.0,294863.0
160.0,21.0,6.0,6.0,0.0,840.0000000000001,0.0,3.0,3.0000000000000004,5.999999999999998,588.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,12.0,298085.0
160.0,21.0,6.0,6.0,120.0,320.0,0.0,4.0,3.0000000000000004,5.999999999999998,480.00000000000006,0.0,172.0,0.0,0.0,0.0,0.0,280.0,12.0,298827.0
160.0,21.0,6.0,5.0,0.0,190.0,0.0,4.0,3.0000000000000004,5.999999999999998,480.00000000000006,0.0,172.0,0.0,0.0,0.0,0.0,410.0,12.0,297930.0
160.0,21.0,5.0,5.0,216.0,224.0,0.0,4.0,3.0000000000000004,4.999999999999998,480.00000000000006,0.0,166.0,0.0,0.0,0.0,0.0,376.0,11.0,298827.0
160.0,21.0,10.0,10.0,1159.0,290.0,0.0,5.0,3.0000000000000004,9.999999999999996,440.0,0.0,32.0,0.0,0.0,0.0,0.0,466.0,11.0,298827.0
160.0,21.0,7.0,6.999999999999999,0.0,286.0,0.0,4.0,3.0000000000000004,6.999999999999998,496.0,0.0,50.00000000000001,0.0,0.0,0.0,0.0,244.0,12.0,297930.0
20.0,21.0,0.0,0.0,0.0,610.0,0.0,6.0,2.0,0.0,852.0,160.0,192.0,0.0,224.0,0.0,0.0,1032.0,13.0,367292.0
59.99999999999999,21.0,10.0,10.0,0.0,491.0,0.0,6.999999999999999,5.0,9.999999999999996,592.0,280.0,184.0,0.0,0.0,0.0,0.0,484.0,13.0,294863.0
20.0,21.0,8.0,8.0,0.0,659.0,0.0,6.0,2.0,7.999999999999998,596.0,277.0,137.0,0.0,0.0,0.0,0.0,833.0,12.0,294863.0
20.0,13.999999999999998,43.00000000000001,43.0,120.0,1323.0,0.0,8.0,3.0000000000000004,42.999999999999986,535.0,0.0,76.0,0.0,0.0,0.0,0.0,506.0,12.0,298827.0
59.99999999999999,13.999999999999998,17.0,17.0,0.0,143.0,0.0,9.0,5.0,16.999999999999996,660.0,224.0,32.0,0.0,0.0,0.0,0.0,1137.0,11.0,294863.0
50.0,13.999999999999998,31.999999999999996,32.0,0.0,491.0,0.0,6.999999999999999,5.0,31.999999999999993,678.0,0.0,69.0,0.0,0.0,0.0,0.0,733.0,11.0,297930.0
59.99999999999999,13.999999999999998,39.00000000000001,39.0,0.0,386.0,0.0,6.999999999999999,3.0000000000000004,38.99999999999999,441.0,0.0,78.0,0.0,0.0,0.0,0.0,329.0,12.0,297930.0
20.0,12.0,44.0,44.0,172.0,534.0,0.0,6.0,3.0000000000000004,43.999999999999986,490.0,0.0,224.00000000000003,0.0,0.0,0.0,0.0,698.0,10.0,298827.0
20.0,12.0,44.0,44.0,0.0,150.0,0.0,6.0,3.0000000000000004,43.999999999999986,504.0,0.0,0.0,120.0,0.0,0.0,0.0,1059.0,10.0,273586.0
20.0,12.0,43.00000000000001,43.0,268.0,500.0,0.0,6.0,3.0000000000000004,42.999999999999986,517.0,0.0,40.0,0.0,0.0,204.0,0.0,1009.9999999999999,11.0,301189.0
80.0,12.0,46.00000000000001,46.0,0.0,533.0,0.0,8.0,3.0000000000000004,45.999999999999986,480.00000000000006,0.0,172.0,0.0,0.0,0.0,0.0,0.0,11.0,298085.0
90.0,12.0,48.0,9.0,144.0,228.0,0.0,10.0,3.0000000000000004,30.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,11.0,206115.0
50.0,12.0,58.00000000000001,8.0,265.0,470.0,0.0,6.999999999999999,2.0,15.999999999999996,400.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,12.0,282835.0
50.0,12.0,60.99999999999999,60.0,340.00000000000006,482.0,0.0,6.0,2.0,61.00000000000002,470.00000000000006,0.0,0.0,150.0,0.0,0.0,0.0,300.0,12.0,273966.0
85.0,12.0,44.0,2.0,216.0,136.0,0.0,5.0,2.0,43.999999999999986,315.0,238.0,0.0,0.0,0.0,0.0,0.0,944.0,14.0,279959.0
90.0,12.0,52.0,52.0,0.0,1604.0,0.0,8.0,3.0000000000000004,51.999999999999986,576.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,270996.0
20.0,12.0,7.0,1.0,506.0,292.0,0.0,6.999999999999999,3.0000000000000004,6.999999999999998,620.0,252.0,73.0,0.0,0.0,0.0,0.0,1188.0,12.0,295824.0
20.0,12.0,51.00000000000001,51.0,150.0,125.0,0.0,6.0,3.0000000000000004,51.00000000000002,308.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,10.0,282835.0
20.0,12.0,51.00000000000001,51.0,90.99999999999999,270.0,0.0,6.0,3.0000000000000004,51.00000000000002,312.0,0.0,21.0,0.0,0.0,0.0,0.0,936.0,10.0,298827.0
20.0,12.0,51.00000000000001,51.0,432.0,510.0,0.0,6.0,2.0,53.999999999999986,440.0,0.0,28.000000000000004,0.0,0.0,160.00000000000003,0.0,734.0,11.0,301189.0
50.0,12.0,54.00000000000001,54.0,0.0,832.0,0.0,5.0,3.0000000000000004,53.999999999999986,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,273001.0
20.0,12.0,58.00000000000001,58.0,0.0,525.0,0.0,4.0,3.0000000000000004,57.999999999999986,318.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,12.0,282397.0
20.0,12.0,55.00000000000001,55.0,0.0,324.0,0.0,5.0,3.0000000000000004,55.00000000000002,305.0,0.0,0.0,205.0,0.0,0.0,0.0,648.0,11.0,273586.0
190.0,12.0,52.0,52.0,0.0,456.0,0.0,5.0,3.0000000000000004,51.999999999999986,264.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,10.0,282397.0
29.999999999999996,12.0,89.99999999999999,16.0,0.0,576.0,0.0,4.0,3.0000000000000004,20.999999999999993,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,273001.0
50.0,12.0,62.00000000000001,6.0,0.0,161.0,0.0,5.0,3.0000000000000004,59.999999999999986,280.0,414.00000000000006,0.0,0.0,0.0,0.0,0.0,655.0,14.0,279539.0
20.0,12.0,50.00000000000001,50.0,0.0,237.0,0.0,6.0,3.0000000000000004,49.999999999999986,484.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,11.0,282397.0
20.0,12.0,47.00000000000001,26.0,218.00000000000003,415.00000000000006,0.0,6.999999999999999,5.0,46.999999999999986,440.0,657.0,0.0,113.0,0.0,240.0,0.0,980.0,13.0,273323.0
50.0,17.0,110.00000000000001,56.0,771.0000000000001,661.0000000000001,0.0,9.0,2.0,110.0,240.00000000000003,84.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,279959.0
29.999999999999996,17.0,89.99999999999999,60.0,0.0,357.0,0.0,5.0,2.0,30.999999999999993,0.0,51.0,0.0,135.0,0.0,0.0,0.0,579.0,12.0,203618.0
20.0,17.0,52.99999999999999,53.0,0.0,0.0,0.0,6.0,3.0000000000000004,53.00000000000002,551.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.0,12.0,279722.0
45.0,17.0,72.0,10.0,0.0,827.0,0.0,6.0,3.0000000000000004,71.99999999999999,240.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,273001.0
50.0,17.0,62.00000000000001,1.0,0.0,247.0,0.0,6.999999999999999,2.0,61.999999999999986,240.00000000000003,0.0,100.00000000000001,126.0,0.0,0.0,0.0,780.0,12.0,287418.0
50.0,17.0,89.99999999999999,48.0,0.0,832.0,0.0,6.0,3.0000000000000004,47.999999999999986,315.0,0.0,0.0,334.0,0.0,0.0,0.0,176.0,11.0,273586.0
29.999999999999996,17.0,87.0,40.0,0.0,678.0,0.0,5.0,2.0,81.99999999999997,780.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,273001.0
70.0,17.0,110.00000000000001,6.999999999999999,0.0,930.0,0.0,6.999999999999999,3.0000000000000004,79.99999999999997,288.0,53.99999999999999,228.0,246.0,0.0,0.0,0.0,0.0,17.0,284087.0
70.0,17.0,120.0,8.0,0.0,346.0,0.0,6.999999999999999,3.0000000000000004,6.999999999999998,624.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,17.0,298085.0
190.0,17.0,100.0,60.0,0.0,840.0000000000001,0.0,12.0,3.0000000000000004,30.999999999999993,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,8.0,196031.0
70.0,17.0,88.0,16.0,0.0,455.0,0.0,6.0,3.0000000000000004,39.999999999999986,624.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,13.0,282397.0
50.0,3.0,60.0,13.0,0.0,200.0,0.0,6.999999999999999,3.0000000000000004,59.999999999999986,363.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,11.0,282397.0
75.0,3.0,88.0,5.0,0.0,634.0,0.0,8.0,2.0,81.99999999999997,315.0,0.0,0.0,60.0,0.0,0.0,0.0,474.0,14.0,273586.0
29.999999999999996,3.0,85.0,60.0,0.0,577.0,0.0,4.0,3.0000000000000004,83.99999999999997,200.0,135.0,0.0,41.0,0.0,0.0,0.0,188.0,11.0,270817.0
50.0,3.0,71.0,60.0,0.0,144.0,0.0,5.0,3.0000000000000004,71.00000000000001,240.00000000000003,0.0,0.0,128.0,0.0,0.0,0.0,464.0,13.0,273586.0
50.0,3.0,70.00000000000001,60.0,0.0,308.0,0.0,6.0,2.0,36.99999999999999,576.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,12.0,282397.0
50.0,3.0,68.0,60.0,300.0,316.0,0.0,6.999999999999999,1.0,67.99999999999999,240.00000000000003,0.0,0.0,35.0,0.0,148.0,0.0,519.0,11.0,276131.0
50.0,3.0,62.00000000000001,60.0,0.0,480.0,0.0,6.0,3.0000000000000004,61.999999999999986,312.0,221.0,0.0,48.0,0.0,0.0,0.0,300.0,13.0,270817.0
50.0,3.0,73.99999999999999,30.0,0.0,252.0,0.0,5.0,3.0000000000000004,30.999999999999993,624.0,306.0,0.0,32.0,0.0,0.0,0.0,276.0,12.0,270817.0
50.0,3.0,80.0,60.0,0.0,480.0,0.0,6.999999999999999,2.0,79.99999999999997,480.00000000000006,0.0,10.0,0.0,0.0,0.0,0.0,448.0,10.0,297930.0
29.999999999999996,17.0,87.0,60.0,0.0,164.0,0.0,5.0,2.0,87.00000000000001,288.0,0.0,0.0,128.0,0.0,0.0,0.0,960.0,11.0,273586.0
50.0,17.0,95.0,60.0,0.0,888.0,0.0,9.0,5.0,95.00000000000001,572.0,160.0,0.0,364.0,0.0,0.0,0.0,0.0,9.0,262294.0
70.0,17.0,97.99999999999999,1.0,0.0,780.0,0.0,6.999999999999999,3.0000000000000004,30.999999999999993,0.0,344.0,0.0,0.0,0.0,168.0,0.0,0.0,14.0,198567.0
70.0,17.0,89.99999999999999,17.0,0.0,662.0,0.0,6.0,3.0000000000000004,89.99999999999997,180.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,14.0,265159.0
20.0,4.0,51.00000000000001,51.0,90.0,656.0,0.0,8.0,2.0,51.00000000000002,365.0,0.0,132.0,0.0,0.0,0.0,0.0,766.0,10.0,298827.0
50.0,4.0,93.0,60.0,0.0,689.0,0.0,6.0,3.0000000000000004,93.00000000000001,180.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,8.0,265159.0
190.0,18.0,95.0,60.0,0.0,186.0,0.0,6.0,3.0000000000000004,30.999999999999993,0.0,0.0,0.0,168.0,0.0,0.0,0.0,1026.0,9.0,201762.0
50.0,18.0,70.00000000000001,60.0,0.0,232.0,0.0,5.0,3.0000000000000004,69.99999999999999,230.99999999999997,0.0,0.0,45.0,0.0,0.0,0.0,368.0,11.0,273586.0
70.0,18.0,103.0,60.0,0.0,634.0,0.0,6.999999999999999,3.0000000000000004,30.999999999999993,0.0,0.0,0.0,239.0,0.0,0.0,0.0,73.0,5.0,201762.0
190.0,18.0,100.0,60.0,0.0,120.0,0.0,6.999999999999999,2.0,100.00000000000001,450.0,56.0,144.0,0.0,0.0,0.0,0.0,736.0,12.0,294863.0
90.0,19.0,43.00000000000001,43.0,72.0,1128.0,0.0,8.0,3.0000000000000004,30.999999999999993,0.0,0.0,58.0,0.0,0.0,0.0,0.0,704.0,7.0,212151.0
20.0,19.0,44.0,2.0,47.0,150.0,0.0,5.0,3.0000000000000004,43.999999999999986,416.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,12.0,282835.0
20.0,19.0,42.00000000000001,42.0,0.0,89.0,0.0,4.0,3.0000000000000004,40.999999999999986,280.0,226.0,0.0,0.0,0.0,0.0,0.0,775.0,10.0,279539.0
90.0,19.0,31.999999999999996,32.0,0.0,0.0,0.0,5.0,5.0,31.999999999999993,591.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.0,10.0,279722.0
59.99999999999999,19.0,42.00000000000001,42.0,0.0,0.0,0.0,6.999999999999999,5.0,41.999999999999986,480.00000000000006,192.0,38.0,0.0,0.0,0.0,0.0,720.0,10.0,290975.0
20.0,4.0,32.99999999999999,9.0,0.0,328.0,0.0,4.0,5.0,32.99999999999999,690.0,495.99999999999994,0.0,0.0,0.0,0.0,0.0,1092.0,14.0,279539.0
29.999999999999996,19.0,83.0,60.0,0.0,660.0,0.0,4.0,3.0000000000000004,65.00000000000001,440.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,270996.0
59.99999999999999,4.0,31.999999999999996,18.0,288.0,153.0,0.0,8.0,5.0,31.999999999999993,522.0,336.0,104.0,0.0,0.0,0.0,0.0,964.0,11.0,295824.0
50.0,6.999999999999999,72.0,20.000000000000004,0.0,0.0,0.0,8.0,2.0,71.99999999999999,480.00000000000006,0.0,0.0,60.0,0.0,0.0,0.0,972.0,7.0,271372.0
20.0,6.999999999999999,60.0,23.0,0.0,172.0,0.0,6.0,5.0,22.999999999999993,466.99999999999994,0.0,52.0,52.0,0.0,0.0,0.0,491.0,13.0,287418.0
50.0,6.999999999999999,63.00000000000001,31.0,0.0,564.0,362.0,8.0,5.0,63.000000000000014,209.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,10.0,293136.0
20.0,6.999999999999999,56.0,12.0,0.0,218.0,0.0,5.0,3.0000000000000004,55.999999999999986,366.0,240.0,0.0,0.0,0.0,0.0,0.0,954.0,12.0,279539.0
20.0,6.999999999999999,1.0,0.0,96.0,162.0,0.0,5.0,5.0,0.9999999999999998,572.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.0,12.0,295094.0
20.0,6.999999999999999,46.00000000000001,46.0,0.0,1250.0,0.0,5.0,3.0000000000000004,45.999999999999986,504.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,8.0,298085.0
20.0,20.0,23.0,23.0,177.0,0.0,0.0,4.0,5.0,22.999999999999993,528.0,0.0,278.0,0.0,0.0,266.0,0.0,1433.0,12.0,299298.0
59.99999999999999,20.0,17.0,17.0,85.00000000000001,86.0,0.0,8.0,2.0,9.999999999999996,1016.9999999999999,449.99999999999994,92.0,0.0,0.0,0.0,0.0,860.0,13.0,295824.0
20.0,5.0,0.0,0.0,80.0,1198.0,0.0,6.0,3.0000000000000004,0.9999999999999998,615.0,0.0,54.0,0.0,0.0,0.0,0.0,24.0,12.0,510921.0
50.0,20.0,110.00000000000001,17.0,0.0,676.0,0.0,6.0,3.0000000000000004,53.00000000000002,484.0,0.0,58.99999999999999,0.0,0.0,0.0,0.0,0.0,14.0,298085.0
85.0,5.0,14.0,14.0,0.0,0.0,0.0,4.0,3.0000000000000004,11.999999999999996,580.0,71.0,0.0,0.0,0.0,0.0,0.0,870.0,10.0,277068.0
59.99999999999999,5.0,13.0,12.0,0.0,525.0,0.0,8.0,5.0,12.999999999999996,513.0,0.0,39.0,0.0,0.0,0.0,0.0,353.0,12.0,297930.0
20.0,5.0,32.99999999999999,6.0,0.0,140.0,0.0,5.0,3.0000000000000004,32.99999999999999,308.0,316.0,85.0,0.0,0.0,0.0,0.0,886.0,13.0,294863.0
20.0,5.0,38.00000000000001,38.0,0.0,396.0,0.0,5.0,3.0000000000000004,32.99999999999999,484.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,11.0,282397.0
20.0,5.0,7.0,6.999999999999999,320.0,296.0,0.0,8.0,2.0,6.999999999999998,850.0,188.0,25.000000000000004,0.0,0.0,0.0,0.0,1682.0,13.0,295824.0
59.99999999999999,5.0,13.0,13.0,0.0,1040.0,0.0,9.0,5.0,12.999999999999996,621.0,331.0,38.0,0.0,0.0,0.0,0.0,0.0,12.0,294787.0
119.99999999999999,5.0,7.0,6.999999999999999,170.00000000000003,176.0,0.0,4.0,3.0000000000000004,6.999999999999998,420.0,140.0,0.0,0.0,0.0,0.0,0.0,672.0,11.0,279959.0
29.999999999999996,6.999999999999999,65.0,3.0,0.0,0.0,0.0,5.0,3.0000000000000004,65.00000000000001,240.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,268901.0
20.0,6.999999999999999,56.0,56.0,0.0,381.0,0.0,6.0,3.0000000000000004,55.999999999999986,319.0,60.0,0.0,56.0,0.0,0.0,0.0,0.0,11.0,262294.0
20.0,6.999999999999999,42.00000000000001,42.0,0.0,126.0,0.0,6.0,3.0000000000000004,41.999999999999986,336.0,257.0,0.0,168.0,0.0,0.0,0.0,1070.0,11.0,270817.0
50.0,6.999999999999999,62.00000000000001,60.0,0.0,744.0,0.0,5.0,3.0000000000000004,53.999999999999986,480.00000000000006,0.0,0.0,0.0,0.0,160.00000000000003,0.0,0.0,9.0,281532.0
80.0,6.999999999999999,35.00000000000001,35.0,0.0,480.0,0.0,5.0,1.0,34.99999999999999,352.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,12.0,282397.0
20.0,6.999999999999999,52.0,52.0,0.0,960.0,0.0,5.0,3.0000000000000004,30.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,192407.0
29.999999999999996,18.0,86.00000000000001,11.0,203.0,974.0,0.0,5.0,2.0,30.999999999999993,260.0,0.0,0.0,36.0,0.0,0.0,0.0,133.0,11.0,273966.0
29.999999999999996,18.0,71.0,60.0,0.0,618.0,0.0,4.0,2.0,71.00000000000001,399.0,0.0,0.0,0.0,0.0,166.0,0.0,238.0,12.0,284392.0
90.0,18.0,43.00000000000001,43.0,0.0,0.0,0.0,10.0,3.0000000000000004,30.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,177575.0
50.0,18.0,79.0,60.0,0.0,894.0,0.0,6.999999999999999,2.0,30.999999999999993,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,7.0,198063.0
50.0,6.0,69.0,25.0,371.0,850.0000000000001,0.0,8.0,5.0,69.00000000000001,312.0,0.0,0.0,86.0,0.0,0.0,0.0,678.0,13.0,273966.0
90.0,6.0,60.0,19.000000000000004,430.0,657.0,0.0,11.0,3.0000000000000004,59.999999999999986,484.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,11.0,282835.0
80.0,6.0,16.0,3.0,44.0,80.0,0.0,6.0,3.0000000000000004,15.999999999999996,473.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,343.0,13.0,282835.0
119.99999999999999,1.0,21.0,21.000000000000004,0.0,235.0,0.0,4.0,5.0,20.999999999999993,598.0,141.0,36.0,0.0,0.0,0.0,0.0,747.0,14.0,294863.0
119.99999999999999,1.0,21.0,21.000000000000004,0.0,1115.0,0.0,5.0,5.0,20.999999999999993,531.0,112.0,81.0,0.0,0.0,0.0,0.0,76.0,13.0,294863.0
29.999999999999996,9.0,69.0,60.0,0.0,0.0,0.0,4.0,3.0000000000000004,59.00000000000002,200.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,7.0,279722.0
50.0,9.0,89.0,35.0,0.0,321.0,0.0,5.0,3.0000000000000004,59.999999999999986,625.0,0.0,56.00000000000001,0.0,0.0,200.0,0.0,308.0,11.0,300034.0
29.999999999999996,9.0,113.99999999999999,60.0,0.0,756.0,0.0,5.0,3.0000000000000004,113.99999999999997,330.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,11.0,265159.0
119.99999999999999,6.0,6.0,5.0,186.00000000000003,221.0,0.0,5.0,2.0,5.999999999999998,525.0,128.0,53.00000000000001,0.0,0.0,155.0,0.0,1373.0,13.0,298162.0
59.99999999999999,11.0,12.0,11.0,0.0,434.0,0.0,8.0,5.0,11.999999999999996,741.0,0.0,70.0,0.0,0.0,0.0,0.0,615.0,13.0,297930.0
